e087f8842fe66efa5ccee42ff791e0ca,71,20150901
e087f8842fe66efa5ccee42ff791e0ca,71,20150902
e087f8842fe66efa5ccee42ff791e0ca,71,20150903
e087f8842fe66efa5ccee42ff791e0ca,71,20150904
e087f8842fe66efa5ccee42ff791e0ca,71,20150905
e087f8842fe66efa5ccee42ff791e0ca,71,20150906
e087f8842fe66efa5ccee42ff791e0ca,71,20150907
e087f8842fe66efa5ccee42ff791e0ca,71,20150908
e087f8842fe66efa5ccee42ff791e0ca,71,20150909
e087f8842fe66efa5ccee42ff791e0ca,71,20150910
e087f8842fe66efa5ccee42ff791e0ca,71,20150911
e087f8842fe66efa5ccee42ff791e0ca,71,20150912
e087f8842fe66efa5ccee42ff791e0ca,71,20150913
e087f8842fe66efa5ccee42ff791e0ca,71,20150914
e087f8842fe66efa5ccee42ff791e0ca,71,20150915
e087f8842fe66efa5ccee42ff791e0ca,71,20150916
e087f8842fe66efa5ccee42ff791e0ca,71,20150917
e087f8842fe66efa5ccee42ff791e0ca,71,20150918
e087f8842fe66efa5ccee42ff791e0ca,71,20150919
e087f8842fe66efa5ccee42ff791e0ca,71,20150920
e087f8842fe66efa5ccee42ff791e0ca,71,20150921
e087f8842fe66efa5ccee42ff791e0ca,71,20150922
e087f8842fe66efa5ccee42ff791e0ca,71,20150923
e087f8842fe66efa5ccee42ff791e0ca,71,20150924
e087f8842fe66efa5ccee42ff791e0ca,71,20150925
e087f8842fe66efa5ccee42ff791e0ca,71,20150926
e087f8842fe66efa5ccee42ff791e0ca,71,20150927
e087f8842fe66efa5ccee42ff791e0ca,71,20150928
e087f8842fe66efa5ccee42ff791e0ca,71,20150929
e087f8842fe66efa5ccee42ff791e0ca,71,20150930
e087f8842fe66efa5ccee42ff791e0ca,71,20151001
e087f8842fe66efa5ccee42ff791e0ca,71,20151002
e087f8842fe66efa5ccee42ff791e0ca,71,20151003
e087f8842fe66efa5ccee42ff791e0ca,71,20151004
e087f8842fe66efa5ccee42ff791e0ca,71,20151005
e087f8842fe66efa5ccee42ff791e0ca,71,20151006
e087f8842fe66efa5ccee42ff791e0ca,71,20151007
e087f8842fe66efa5ccee42ff791e0ca,71,20151008
e087f8842fe66efa5ccee42ff791e0ca,71,20151009
e087f8842fe66efa5ccee42ff791e0ca,71,20151010
e087f8842fe66efa5ccee42ff791e0ca,71,20151011
e087f8842fe66efa5ccee42ff791e0ca,71,20151012
e087f8842fe66efa5ccee42ff791e0ca,71,20151013
e087f8842fe66efa5ccee42ff791e0ca,71,20151014
e087f8842fe66efa5ccee42ff791e0ca,71,20151015
e087f8842fe66efa5ccee42ff791e0ca,71,20151016
e087f8842fe66efa5ccee42ff791e0ca,71,20151017
e087f8842fe66efa5ccee42ff791e0ca,71,20151018
e087f8842fe66efa5ccee42ff791e0ca,71,20151019
e087f8842fe66efa5ccee42ff791e0ca,71,20151020
e087f8842fe66efa5ccee42ff791e0ca,71,20151021
e087f8842fe66efa5ccee42ff791e0ca,71,20151022
e087f8842fe66efa5ccee42ff791e0ca,71,20151023
e087f8842fe66efa5ccee42ff791e0ca,71,20151024
e087f8842fe66efa5ccee42ff791e0ca,71,20151025
e087f8842fe66efa5ccee42ff791e0ca,71,20151026
e087f8842fe66efa5ccee42ff791e0ca,71,20151027
e087f8842fe66efa5ccee42ff791e0ca,71,20151028
